Generación,Mejor Individuo,Fitness
348,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
349,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
350,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
351,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
352,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
353,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
354,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
355,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
356,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
357,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
358,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
359,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
360,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
361,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
362,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
363,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
364,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
365,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
366,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
367,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
368,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
369,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
370,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
371,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
372,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
373,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
374,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
375,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
376,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
377,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
378,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
379,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
380,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
381,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
382,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
383,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
384,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
385,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
386,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
387,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
388,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
389,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
390,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
391,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
392,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
393,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
394,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
395,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
396,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
397,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
398,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
399,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
400,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
401,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
402,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
403,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
404,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
405,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
406,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
407,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
408,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
409,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
410,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
411,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
412,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
413,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
414,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
415,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
416,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
417,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
418,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
419,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
420,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
421,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
422,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
423,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
424,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
